material  lattice_constant  bul_modulus  band_gap  rS_A rP_A rS_B rP_B Z_A Z_B HOMO_A LUMO_A EA_A IP_A HOMO_B LUMO_B EA_B IP_B c_A 
CsMnO3  3.87098893  1.05460276971  0.01570308  2.62700 3.23440 0.41350 2.18240 55 25 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 1.00
CsFeO3  3.86757709  0.967311499995  0.01258827  2.62700 3.23440 1.39120 2.20810 55 26 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 1.00
CsCoO3  3.88327914  0.829271473019  0.00418312  2.62700 3.23440 1.38110 1.65750 55 27 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 1.00
CsNiO3  3.89855687  0.833467481106  0.01350793  2.62700 3.23440 1.37820 1.61770 55 28 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 1.00
CsCuO3  3.95421676  0.685267621889  0.01686109  2.62700 3.23440 1.23610 2.20480 55 29 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 1.00
CsZnO3  4.04344871  0.49701056457  0.00865677  2.62700 3.23440 1.11690 1.78990 55 30 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 1.00
CsGaO3  4.02979945  0.620347658125  0.02853766  2.62700 3.23440 1.00870 1.37830 55 31 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 1.00
CsGeO3  3.96995856  0.764008117302  0.01617283  2.62700 3.23440 0.92390 1.18940 55 32 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 1.00
CsZrO3  4.25660732  0.779915006766  0.01471546  2.62700 3.23440 1.67180 2.26450 55 40 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 1.00
CsNbO3  4.09916988  1.13020255981  2.48472277  2.62700 3.23440 1.58200 2.11090 55 41 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 1.00
CsMoO3  4.02725616  1.19136185317  0.04029638  2.62700 3.23440 1.55920 2.24600 55 42 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 1.00
CsTcO3  3.98869394  1.18308675435  0.04022077  2.62700 3.23440 1.58880 2.13150 55 43 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 1.00
CsRuO3  3.99302665  1.09600461509  0.00812628  2.62700 3.23440 1.55180 2.19700 55 44 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 1.00
CsRhO3  4.01382204  0.847089446429  0.02227350  2.62700 3.23440 1.51700 2.24450 55 45 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 1.00
CsPdO3  4.07071255  0.780637260462  0.00555877  2.62700 3.23440 1.48560 2.29200 55 46 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 1.00
CsAgO3  4.14513606  0.60170951336  0.00401139  2.62700 3.23440 1.35140 1.94410 55 47 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 1.00
CsCdO3  4.29703288  0.373885013058  0.00602201  2.62700 3.23440 1.24890 1.89950 55 48 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 1.00
CsSnO3  4.20613716  0.678364081128  0.00375869  2.62700 3.23440 1.07110 1.37380 55 50 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 1.00
CsSbO3  4.14067257  0.796321786909  0.10602003  2.62700 3.23440 1.00720 1.25160 55 51 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 1.00
CsTaO3  4.09375885  1.19929789144  3.12435596  2.62700 3.23440 1.47300 2.08400 55 73 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 1.00
CsWO3  4.02973543  1.28670793362  0.06276015  2.62700 3.23440 1.41610 2.11260 55 74 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 1.00
CsPtO3  4.08530933  0.932815652833  0.00772561  2.62700 3.23440 1.33610 1.80090 55 78 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 1.00
CsPbO3  4.38391386  0.496946559973  0.00492166  2.62700 3.23440 1.04520 1.42350 55 82 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 1.00
CsBiO3  4.34297119  0.426501936869  0.03233670  2.62700 3.23440 0.99410 1.31290 55 83 -2.072691900737 -0.442114316137 -0.581508210930 3.728552454429 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 1.00
BeAlO3  3.58889388  1.13679048675  0.00680613  1.08310 1.30040 1.10410 1.43130 4 13 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 2.00
BeTiO3  3.76846559  1.2360005847  0.82759942  1.08310 1.30040 1.54120 2.08940 4 22 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 2.00
BeVO3  3.67719784  1.36293582395  0.02555695  1.08310 1.30040 1.45970 2.04700 4 23 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 2.00
BeCrO3  3.61659998  1.39278932148  0.02028437  1.08310 1.30040 1.42470 2.01210 4 24 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 2.00
BeMnO3  3.58485895  1.42765678082  0.01763706  1.08310 1.30040 0.41350 2.18240 4 25 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 2.00
BeFeO3  3.57560624  1.40959937638  0.02521659  1.08310 1.30040 1.39120 2.20810 4 26 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 2.00
BeCoO3  3.56503528  1.34919958617  0.01447409  1.08310 1.30040 1.38110 1.65750 4 27 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 2.00
BeNiO3  3.59227368  1.25537185124  0.00520038  1.08310 1.30040 1.37820 1.61770 4 28 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 2.00
BeCuO3  3.62030708  1.08303284558  0.01412725  1.08310 1.30040 1.23610 2.20480 4 29 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 2.00
BeZnO3  3.70720921  0.870915382336  0.01631667  1.08310 1.30040 1.11690 1.78990 4 30 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 2.00
BeGaO3  3.73632663  1.02078423495  0.00995175  1.08310 1.30040 1.00870 1.37830 4 31 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 2.00
BeGeO3  3.64114326  1.30915799165  1.15755088  1.08310 1.30040 0.92390 1.18940 4 32 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 2.00
BeZrO3  4.05238843  1.04429098233  0.04531162  1.08310 1.30040 1.67180 2.26450 4 40 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 2.00
BeNbO3  3.92287125  1.27498612022  0.01106764  1.08310 1.30040 1.58200 2.11090 4 41 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 2.00
BeMoO3  3.84624666  1.37109549823  0.04280715  1.08310 1.30040 1.55920 2.24600 4 42 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 2.00
BeTcO3  3.79889615  1.39103201497  0.00572632  1.08310 1.30040 1.58880 2.13150 4 43 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 2.00
BeRuO3  3.78676934  1.34022214  0.02514381  1.08310 1.30040 1.55180 2.19700 4 44 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 2.00
BeRhO3  3.79864379  1.24737458915  0.01695335  1.08310 1.30040 1.51700 2.24450 4 45 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 2.00
BePdO3  3.81677344  1.16766914024  0.00254228  1.08310 1.30040 1.48560 2.29200 4 46 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 2.00
BeAgO3  3.88292424  0.95595760109  0.01127243  1.08310 1.30040 1.35140 1.94410 4 47 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 2.00
BeCdO3  3.98459753  0.602009511445  0.00706672  1.08310 1.30040 1.24890 1.89950 4 48 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 2.00
BeSnO3  3.96216572  1.05465710616  0.47266116  1.08310 1.30040 1.07110 1.37380 4 50 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 2.00
BeSbO3  3.96250789  0.715637833141  0.00504861  1.08310 1.30040 1.00720 1.25160 4 51 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 2.00
BeTaO3  3.92612680  1.33437024961  0.03774532  1.08310 1.30040 1.47300 2.08400 4 73 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 2.00
BeWO3  3.86186590  1.4465289612  0.00660409  1.08310 1.30040 1.41610 2.11260 4 74 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 2.00
BePtO3  3.85061566  1.27763940893  0.10707608  1.08310 1.30040 1.33610 1.80090 4 78 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 2.00
BePbO3  4.14038901  0.812967998869  0.23492217  1.08310 1.30040 1.04520 1.42350 4 82 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 2.00
BeBiO3  4.15000805  0.843111151606  0.04390791  1.08310 1.30040 0.99410 1.31290 4 83 -6.094680777524 -1.572409376260 0.879087418318 9.802963475341 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 2.00
MgAlO3  3.64295074  1.08938353656  0.02445589  1.35290 2.02350 1.10410 1.43130 12 13 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 2.00
MgTiO3  3.79996533  1.21363797744  3.10948350  1.35290 2.02350 1.54120 2.08940 12 22 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 2.00
MgVO3  3.71378369  1.30694887233  0.02647261  1.35290 2.02350 1.45970 2.04700 12 23 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 2.00
MgCrO3  3.65608889  1.37407340745  0.00553076  1.35290 2.02350 1.42470 2.01210 12 24 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 2.00
MgMnO3  3.62983145  1.3892035291  0.02522198  1.35290 2.02350 0.41350 2.18240 12 25 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 2.00
MgFeO3  3.62358969  1.32394330401  0.01029334  1.35290 2.02350 1.39120 2.20810 12 26 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 2.00
MgCoO3  3.61839994  1.28917592642  0.00561680  1.35290 2.02350 1.38110 1.65750 12 27 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 2.00
MgNiO3  3.64624292  1.10238286139  0.00576152  1.35290 2.02350 1.37820 1.61770 12 28 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 2.00
MgCuO3  3.67591014  0.974036040712  0.01311472  1.35290 2.02350 1.23610 2.20480 12 29 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 2.00
MgZnO3  3.75898432  0.834063357061  0.01977936  1.35290 2.02350 1.11690 1.78990 12 30 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 2.00
MgGaO3  3.78071051  0.98827256106  0.00588953  1.35290 2.02350 1.00870 1.37830 12 31 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 2.00
MgGeO3  3.68559360  1.2538341293  2.98831292  1.35290 2.02350 0.92390 1.18940 12 32 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 2.00
MgZrO3  4.07201563  1.04933279375  2.00824811  1.35290 2.02350 1.67180 2.26450 12 40 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 2.00
MgNbO3  3.96109833  1.22885813231  0.01228093  1.35290 2.02350 1.58200 2.11090 12 41 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 2.00
MgMoO3  3.88339065  1.32248166941  0.01980461  1.35290 2.02350 1.55920 2.24600 12 42 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 2.00
MgTcO3  3.84568161  1.33441328901  0.02561126  1.35290 2.02350 1.58880 2.13150 12 43 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 2.00
MgRuO3  3.82823540  1.29918550249  0.01827094  1.35290 2.02350 1.55180 2.19700 12 44 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 2.00
MgRhO3  3.83735704  1.20256998256  0.00482515  1.35290 2.02350 1.51700 2.24450 12 45 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 2.00
MgPdO3  3.86146284  0.973748506744  0.01214143  1.35290 2.02350 1.48560 2.29200 12 46 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 2.00
MgAgO3  3.92354224  0.917471243036  0.02461201  1.35290 2.02350 1.35140 1.94410 12 47 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 2.00
MgCdO3  4.02483636  0.590259728872  0.02479857  1.35290 2.02350 1.24890 1.89950 12 48 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 2.00
MgSnO3  3.98968039  1.03543421432  2.35170258  1.35290 2.02350 1.07110 1.37380 12 50 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 2.00
MgSbO3  4.05767217  0.627380442864  0.03467027  1.35290 2.02350 1.00720 1.25160 12 51 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 2.00
MgTaO3  3.96226722  1.28376047789  0.01006796  1.35290 2.02350 1.47300 2.08400 12 73 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 2.00
MgWO3  3.90150318  1.38886584076  0.05501752  1.35290 2.02350 1.41610 2.11260 12 74 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 2.00
MgPtO3  3.89026732  1.18951853136  0.41440434  1.35290 2.02350 1.33610 1.80090 12 78 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 2.00
MgPbO3  4.16604541  0.808891676093  0.52312514  1.35290 2.02350 1.04520 1.42350 12 82 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 2.00
MgBiO3  4.24706318  0.805681932253  0.03112124  1.35290 2.02350 0.99410 1.31290 12 83 -5.050368042499 -1.102774510364 0.571449440006 8.136434964903 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 2.00
CaAlO3  3.71035721  1.05557070011  0.02684228  1.80780 0.72390 1.10410 1.43130 20 13 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 2.00
CaTiO3  3.84013740  1.19118034936  3.41531790  1.80780 0.72390 1.54120 2.08940 20 22 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 2.00
CaVO3  3.75513767  1.28637076406  0.03457492  1.80780 0.72390 1.45970 2.04700 20 23 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 2.00
CaCrO3  3.70222066  1.32816244386  0.00543039  1.80780 0.72390 1.42470 2.01210 20 24 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 2.00
CaMnO3  3.68200925  1.20872990174  0.01015150  1.80780 0.72390 0.41350 2.18240 20 25 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 2.00
CaFeO3  3.67561945  1.26596880207  0.00893970  1.80780 0.72390 1.39120 2.20810 20 26 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 2.00
CaCoO3  3.67953509  1.09355076902  0.00522343  1.80780 0.72390 1.38110 1.65750 20 27 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 2.00
CaNiO3  3.70955464  0.997111228889  0.01214825  1.80780 0.72390 1.37820 1.61770 20 28 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 2.00
CaCuO3  3.73938012  0.931167149943  0.00561243  1.80780 0.72390 1.23610 2.20480 20 29 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 2.00
CaZnO3  3.81726728  0.800914135136  0.02250776  1.80780 0.72390 1.11690 1.78990 20 30 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 2.00
CaGaO3  3.83264006  0.955011089854  0.00966763  1.80780 0.72390 1.00870 1.37830 20 31 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 2.00
CaGeO3  3.73823192  1.19300087474  2.55738219  1.80780 0.72390 0.92390 1.18940 20 32 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 2.00
CaZrO3  4.09734805  1.04158467561  4.92599726  1.80780 0.72390 1.67180 2.26450 20 40 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 2.00
CaNbO3  3.98351378  1.1976535006  0.02312004  1.80780 0.72390 1.58200 2.11090 20 41 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 2.00
CaMoO3  3.90825782  1.28884030035  0.04107698  1.80780 0.72390 1.55920 2.24600 20 42 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 2.00
CaTcO3  3.87556651  1.29984943576  0.00669335  1.80780 0.72390 1.58880 2.13150 20 43 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 2.00
CaRuO3  3.85984055  1.26580427322  0.02410854  1.80780 0.72390 1.55180 2.19700 20 44 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 2.00
CaRhO3  3.86980618  1.17171418959  0.00633976  1.80780 0.72390 1.51700 2.24450 20 45 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 2.00
CaPdO3  3.90870275  0.825718493589  0.01748639  1.80780 0.72390 1.48560 2.29200 20 46 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 2.00
CaAgO3  3.96570073  0.879320029036  0.03778533  1.80780 0.72390 1.35140 1.94410 20 47 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 2.00
CaCdO3  4.06892707  0.606146579159  0.00770261  1.80780 0.72390 1.24890 1.89950 20 48 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 2.00
CaSnO3  4.02252941  1.00785587702  3.35683699  1.80780 0.72390 1.07110 1.37380 20 50 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 2.00
CaSbO3  4.14267465  0.88598684081  0.00000053  1.80780 0.72390 1.00720 1.25160 20 51 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 2.00
CaTaO3  3.98315308  1.24901863948  0.04627064  1.80780 0.72390 1.47300 2.08400 20 73 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 2.00
CaWO3  3.92225629  1.3468153377  0.02930780  1.80780 0.72390 1.41610 2.11260 20 74 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 2.00
CaPtO3  3.93410687  1.13769267213  0.02530070  1.80780 0.72390 1.33610 1.80090 20 78 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 2.00
CaPbO3  4.19516759  0.782495314395  0.39946555  1.80780 0.72390 1.04520 1.42350 20 82 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 2.00
CaBiO3  4.28654243  0.773625514935  0.01243291  1.80780 0.72390 0.99410 1.31290 20 83 -3.983909558427 -1.251360029066 0.201845126238 6.415959158940 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 2.00
SrAlO3  3.78754000  1.02076456978  0.01900538  1.97020 1.21180 1.10410 1.43130 38 13 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 2.00
SrTiO3  3.88964653  1.16729240743  3.35148367  1.97020 1.21180 1.54120 2.08940 38 22 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 2.00
SrVO3  3.80988169  1.25443884012  0.04169826  1.97020 1.21180 1.45970 2.04700 38 23 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 2.00
SrCrO3  3.76151796  1.28018580857  0.00929185  1.97020 1.21180 1.42470 2.01210 38 24 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 2.00
SrMnO3  3.74641965  1.21485612621  0.01133133  1.97020 1.21180 0.41350 2.18240 38 25 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 2.00
SrFeO3  3.73958463  1.21375090278  0.01679645  1.97020 1.21180 1.39120 2.20810 38 26 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 2.00
SrCoO3  3.75109655  1.10578833062  0.00469226  1.97020 1.21180 1.38110 1.65750 38 27 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 2.00
SrNiO3  3.78052989  1.01685851987  0.00356529  1.97020 1.21180 1.37820 1.61770 38 28 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 2.00
SrCuO3  3.81422106  0.945528045418  0.00921889  1.97020 1.21180 1.23610 2.20480 38 29 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 2.00
SrZnO3  3.88742499  0.768073690895  0.01481628  1.97020 1.21180 1.11690 1.78990 38 30 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 2.00
SrGaO3  3.89424558  0.927230467735  0.00562823  1.97020 1.21180 1.00870 1.37830 38 31 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 2.00
SrGeO3  3.80240572  1.11842396063  1.84516261  1.97020 1.21180 0.92390 1.18940 38 32 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 2.00
